type,instance,p_orig,p_new
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed1953896602/chance3.862547703824195e-05.csv,0.5027007267140831,0.5
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed1953896602/chance7.72509540764839e-05.csv,0.526968761182664,0.5
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00010276866255390984.csv,0.8283758709599045,0.74
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance2.569216563847746e-05.csv,0.27151729503248395,0.22
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00041107465021563935.csv,0.9358767105350374,0.91
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00015415299383086473.csv,0.7683140883216347,0.72
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance1.284608281923873e-05.csv,0.29122838419943936,0.29
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance7.707649691543236e-05.csv,0.2344029076027067,0.29
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00020553732510781967.csv,0.7747579223114578,0.69
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00025692165638477457.csv,0.5834374776059132,0.66
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00035969031893868435.csv,0.1081022669735557,0.113
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance5.138433127695492e-05.csv,0.4151351933497948,0.49
SRWA,csvs_different_chances/n50/gen_n50_m213_k3SAT_seed3030156253/chance0.00030830598766172946.csv,0.9671009312404603,0.95
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed2884700867.csv,0.00078051278729249,0.001
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed27911968.csv,0.18422363934895228,0.28
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed2170484434.csv,0.03303436178879699,0.04
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed3163119786.csv,0.35513086627332385,0.28
probSAT,csvs_probSAT/gen_n800_m3414_k3SAT_seed2487936524.csv,0.3650874495993336,0.42
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed1194819985.csv,0.3785170547914908,0.45
probSAT,csvs_probSAT/gen_n800_m3414_k3SAT_seed4045445228.csv,0.7912397185747153,0.75
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed618188454.csv,0.20840316849057922,0.28
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed4120618906.csv,0.44779355766092155,0.48
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed3831882065.csv,0.6351289226891297,0.58
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed165578902.csv,0.15353591470635666,0.2
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed3075280818.csv,0.8917866702589937,0.87
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed958682847.csv,0.0027468152639090436,0.001
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed3012167821.csv,0.6620338119842759,0.59
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed1588610338.csv,0.5760583081382988,0.55
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed2536146026.csv,0.540529552124582,0.48
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed2791232394.csv,0.8676426070893971,0.85
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed1801823909.csv,0.2679997974635458,0.3
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed854001194.csv,0.5440975288758009,0.53
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed107420370.csv,0.0024799390841910548,0.003
probSAT,csvs_probSAT/gen_n800_m3414_k3SAT_seed1618881351.csv,0.6452980682441211,0.66
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed3275703685.csv,0.5583406387369877,0.58
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed127978095.csv,0.03697253774560252,0.036
probSAT,csvs_probSAT/gen_n800_m3414_k3SAT_seed210108687.csv,0.05583437167197107,0.067
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed3181143732.csv,0.45486789229385544,0.38
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed3184935164.csv,0.3989619261566076,0.41
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed939042956.csv,0.18422363934906194,0.24
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed1986560904.csv,0.06726188194495983,0.067
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed2906402158.csv,0.10155858339612321,0.099
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed2585650757.csv,0.7553778603610924,0.69
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed999270937.csv,0.26799979746332575,0.3
probSAT,csvs_probSAT/gen_n800_m3414_k3SAT_seed263749128.csv,0.05583437167189715,0.061
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed2990260697.csv,0.0076008909468108544,0.013
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed402418011.csv,0.5618927854647243,0.52
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed373399427.csv,0.7227293100062274,0.64
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed599310826.csv,0.13201057753282733,0.131
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed3259052812.csv,0.3355404285860075,0.28
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed1929338155.csv,0.47262817749924524,0.43
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed3476477324.csv,0.34202080661621315,0.26
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed1812140442.csv,0.35513086627416657,0.35
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed136505588.csv,0.033665238570604716,0.035
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed440213416.csv,0.24534260267809896,0.21
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed2746317214.csv,0.37851705479166264,0.45
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed1181241944.csv,0.7695342315021865,0.78
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed946785249.csv,0.49761640158305215,0.49
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed113971124.csv,0.3008668850650822,0.36
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed1051802513.csv,0.9624963577879201,0.98
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed2530876845.csv,0.060819162815379434,0.065
probSAT,csvs_probSAT/gen_n150_m640_k3SAT_seed2410529191.csv,0.8378728767710838,0.9
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed2340505847.csv,0.903422212891159,0.89
probSAT,csvs_probSAT/gen_n50_m213_k3SAT_seed478163328.csv,0.0898416206814981,0.085
probSAT,csvs_probSAT/gen_n200_m853_k3SAT_seed3733616460.csv,0.39896192615731446,0.38
probSAT,csvs_probSAT/gen_n100_m427_k3SAT_seed2342331445.csv,0.5011930290625882,0.46
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed1228722199.csv,0.33554042858617994,0.38
probSAT,csvs_probSAT/gen_n300_m1280_k3SAT_seed2999771048.csv,0.7524938299854597,0.75
